body,fuel,model_date,doors,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,generation,restyling,age,price,brand,features_count
15,0,2008,5,3,1.4,122,122000,1,1,1,2,6,0.0,9.0,530000,18,30
3,0,2013,2,0,3.0,306,80500,2,1,1,1,0,0.0,6.0,1700000,0,11
11,0,2015,4,0,2.0,249,8280,0,1,1,1,6,0.0,2.0,3649000,0,36
0,0,2011,5,0,2.0,240,74500,2,1,1,2,1,0.0,8.0,1350000,8,51
11,0,2013,4,0,2.0,184,99900,0,1,1,2,6,1.0,6.0,1250000,0,35
11,0,2010,5,0,2.0,150,100000,1,1,1,2,3,0.0,7.0,750000,7,31
0,0,2009,5,3,1.2,105,90000,1,1,1,1,1,0.0,8.0,420000,16,34
11,0,2012,4,0,4.4,450,95000,2,1,1,3,5,1.0,7.0,1000000,0,48
11,0,2011,5,2,1.6,123,86000,1,1,1,1,3,0.0,6.0,750000,7,50
6,0,2011,5,0,2.0,245,75042,2,1,1,1,6,0.0,7.0,1180000,0,51
11,0,2011,5,0,1.6,115,200000,1,1,1,2,2,0.0,7.0,270000,1,32
2,0,2010,7,2,1.8,141,54055,1,1,1,3,1,0.0,7.0,700000,1,43
11,5,2015,4,0,3.0,313,70900,2,1,1,3,3,1.0,4.0,2899999,0,0
0,0,2012,5,0,5.5,544,25490,2,1,1,2,1,1.0,6.0,5500000,11,35
0,0,2014,5,0,2.0,184,38874,2,1,1,1,1,0.0,3.0,2400000,0,52
11,0,2011,5,2,1.6,123,78142,1,1,1,1,3,0.0,6.0,495000,7,23
11,0,2009,5,0,1.6,109,119000,1,1,1,3,1,0.0,8.0,400000,1,29
15,4,2013,5,0,0.6,170,70100,0,1,1,2,1,0.0,5.0,1950000,0,0
0,0,2010,5,1,1.6,117,200000,1,1,1,1,1,0.0,7.0,499999,13,0
0,0,2015,5,0,2.0,192,21184,2,1,1,1,2,0.0,1.0,2350000,0,15
0,5,2012,5,0,2.2,197,97500,2,1,1,3,3,0.0,7.0,1230000,6,74
11,0,2009,5,2,1.6,105,125000,1,1,1,3,5,0.0,6.0,350000,18,0
0,0,2010,5,0,2.0,184,75000,2,1,1,2,2,0.0,6.0,1490000,0,48
11,0,2015,5,0,2.0,150,41000,1,1,1,1,1,1.0,4.0,999000,6,44
12,0,2009,5,1,2.5,167,252000,2,1,1,2,4,0.0,10.0,850000,17,54
0,5,2007,5,2,2.2,122,4000,2,1,1,1,1,1.0,5.0,5500000,8,0
0,0,2011,5,2,1.4,150,145000,2,1,1,2,1,1.0,7.0,610000,18,12
0,5,2014,5,0,3.0,249,36110,2,1,1,1,2,0.0,1.0,3945000,0,36
0,0,2019,5,0,4.4,530,4,2,1,1,1,3,0.0,1.0,7397000,0,91
11,0,2010,5,2,2.0,145,230000,1,1,1,3,4,1.0,8.0,485000,4,0
0,0,2007,5,0,2.0,170,178000,2,1,1,2,1,0.0,9.0,590000,18,0
0,5,2010,5,0,2.5,190,180000,2,1,1,2,3,1.0,10.0,1000000,13,0
15,0,2008,5,2,1.3,78,140000,1,1,1,3,1,0.0,10.0,380000,6,0
0,0,2012,5,0,2.0,150,99284,0,1,1,2,1,1.0,7.0,850000,0,32
0,0,2009,5,2,2.4,175,218000,2,1,1,3,2,0.0,10.0,560000,7,24
0,0,2018,5,1,2.0,150,20000,1,1,1,1,1,0.0,1.0,2300000,9,17
6,0,2013,5,3,1.8,180,100996,1,1,1,2,3,0.0,6.0,625000,16,39
15,0,2012,5,0,1.6,129,120000,1,1,1,3,2,0.0,7.0,630000,7,66
11,0,2011,5,2,1.6,123,135000,1,1,1,1,3,0.0,7.0,470000,7,13
0,0,2010,5,2,2.0,150,77000,1,1,1,1,1,0.0,8.0,835000,6,36
6,0,2017,5,3,1.4,125,10557,1,1,1,1,1,1.0,1.0,971900,16,40
0,0,2010,5,1,2.5,169,149000,2,1,1,3,2,1.0,7.0,800000,13,56
11,0,2015,5,0,2.0,150,35000,1,1,1,2,3,1.0,3.0,1300000,10,48
0,0,2010,5,1,2.0,141,83000,2,1,1,1,2,1.0,7.0,930000,13,0
11,0,2012,5,0,1.4,140,80600,1,1,1,1,1,1.0,6.0,560000,1,43
11,0,2018,5,0,2.0,150,18200,1,1,1,1,4,1.0,2.0,1380000,7,54
0,0,2010,5,0,4.4,555,97000,2,1,1,3,1,1.0,9.0,1680000,0,0
0,0,2016,5,0,2.0,149,55000,1,1,1,1,1,0.0,3.0,1050000,6,47
15,0,2008,5,0,1.6,106,143000,1,1,1,3,3,0.0,9.0,355000,15,17
11,0,2013,4,2,4.4,560,90000,0,1,0,2,5,1.0,5.0,900000,0,0
15,0,2010,5,0,1.6,123,82162,1,1,1,1,1,0.0,7.0,479900,6,18
11,0,2008,4,0,4.4,407,149000,2,1,1,3,5,0.0,9.0,800000,0,0
11,0,2013,4,0,2.0,184,83500,0,1,1,2,6,1.0,5.0,1600000,0,45
0,5,2014,5,0,3.0,204,25400,2,1,1,1,2,1.0,2.0,3100000,18,68
11,0,2017,5,0,1.6,123,101400,1,1,1,1,2,0.0,2.0,710000,6,37
15,0,2010,5,2,1.6,120,115000,1,1,1,1,2,0.0,7.0,389000,3,15
11,5,2010,4,0,3.0,258,161000,2,1,1,2,6,0.0,8.0,1200000,0,52
0,0,2013,5,0,5.0,510,58000,2,1,1,2,2,0.0,4.0,3190000,8,66
11,0,2009,5,2,1.6,84,150000,1,1,1,2,1,1.0,7.0,250000,15,0
0,5,2007,4,2,2.4,122,22000,2,1,1,2,1,1.0,10.0,1735000,8,77
3,0,2013,2,0,2.0,184,49000,2,1,1,2,0,0.0,4.0,1760000,0,42
6,0,2008,5,0,1.8,152,211008,1,1,1,2,2,1.0,8.0,497000,16,25
11,0,2017,5,0,1.6,123,133000,1,1,1,1,4,0.0,2.0,670000,7,34
6,0,2013,5,2,1.8,180,115628,1,1,1,1,3,0.0,6.0,830000,16,43
0,0,2009,5,1,2.4,170,179900,2,1,1,3,2,1.0,9.0,690000,12,0
11,0,2012,5,0,2.5,184,128000,1,1,1,3,6,0.0,6.0,1345000,9,0
15,0,2011,5,3,1.6,105,132023,1,1,1,3,3,0.0,7.0,500000,4,20
11,0,2012,5,1,1.6,114,292000,1,1,1,3,1,1.0,5.0,444444,15,48
0,5,2013,5,0,2.2,184,123000,2,1,1,1,1,1.0,6.0,1070000,1,55
0,5,2010,5,0,2.0,184,149600,2,1,1,1,2,0.0,9.0,1150000,0,49
0,5,2014,5,0,2.0,190,72594,2,1,1,3,2,1.0,3.0,2389000,0,0
15,0,2011,5,3,1.6,125,102000,1,1,1,3,3,0.0,8.0,480000,4,43
11,0,2012,5,0,2.5,184,140000,1,1,1,1,6,0.0,7.0,1350000,9,58
0,5,2010,5,0,2.0,184,110000,2,1,1,1,1,0.0,7.0,850000,6,58
0,0,2013,5,3,1.6,156,46097,1,1,1,2,1,0.0,5.0,1369000,11,21
2,0,2012,5,2,1.6,115,101200,1,1,1,2,1,1.0,7.0,420000,3,38
11,0,2014,5,0,2.0,211,30443,0,1,1,1,4,0.0,4.0,1779000,11,37
15,0,2012,5,2,1.6,129,97000,1,1,1,3,2,0.0,8.0,505000,7,23
15,0,2014,5,2,1.6,123,73000,1,1,1,2,1,1.0,6.0,540000,6,0
9,5,2010,5,2,2.5,190,230000,2,1,1,2,3,1.0,9.0,870000,13,0
15,0,2015,5,0,1.6,130,83000,1,1,1,1,2,1.0,5.0,785000,7,41
0,0,2010,5,1,2.0,141,81700,1,1,1,3,1,1.0,7.0,780000,13,0
0,0,2018,5,1,2.0,146,37600,2,1,1,1,3,1.0,2.0,1550000,12,62
0,5,2012,5,0,2.2,197,120000,1,1,1,1,3,0.0,8.0,1199000,6,7
11,0,2017,5,0,1.6,123,34247,1,1,1,1,4,0.0,2.0,780000,7,0
0,0,2011,5,0,3.5,306,109000,2,1,1,2,3,0.0,7.0,1599000,11,0
11,0,2009,5,0,1.8,141,125000,1,1,1,3,1,0.0,10.0,335000,1,0
0,5,2013,5,0,3.0,249,55000,2,1,1,1,3,0.0,4.0,3280000,0,0
0,0,2014,5,2,2.0,143,82000,2,1,1,1,3,0.0,2.0,890000,13,7
8,5,2010,6,0,2.1,136,101000,0,1,1,3,2,1.0,7.0,1450000,11,42
11,0,2014,5,2,1.6,123,85000,1,1,1,2,1,1.0,4.0,550000,6,34
0,5,2009,5,3,2.0,140,82000,2,1,1,2,1,0.0,10.0,715000,16,30
11,0,2017,5,0,1.6,123,51000,1,1,1,2,4,0.0,3.0,650000,7,0
0,0,2011,5,3,1.4,150,83000,1,1,1,1,1,1.0,8.0,685000,18,48
0,5,2016,5,0,2.0,150,8000,1,1,1,1,2,0.0,2.0,2100000,14,86
11,0,2010,5,0,1.6,123,129000,1,1,1,2,1,0.0,9.0,430000,6,40
8,5,2007,9,2,2.5,145,198900,0,1,1,2,1,0.0,10.0,820000,6,3
11,0,2013,4,0,2.0,184,73700,0,1,1,2,6,1.0,6.0,1330000,0,0
9,5,2010,5,0,2.0,180,85567,2,1,1,2,1,0.0,7.0,1320000,18,38
8,5,2010,6,0,2.1,163,169987,2,1,1,2,1,1.0,9.0,1407000,11,54
15,0,2017,5,0,1.4,100,53091,1,1,1,1,4,0.0,2.0,758000,7,0
0,5,2012,5,0,3.0,248,68883,2,1,1,2,4,0.0,6.0,3150000,8,62
11,0,2010,5,3,2.0,200,70000,1,1,1,2,4,1.0,8.0,650000,4,53
0,0,2012,5,0,3.0,333,128000,2,1,1,2,2,0.0,6.0,2450000,11,0
11,0,2016,5,0,1.6,130,166000,1,1,1,1,3,1.0,3.0,669000,7,35
15,0,2007,5,2,1.2,60,77400,1,1,1,3,2,0.0,10.0,248000,16,0
11,0,2017,5,0,2.0,150,40000,1,1,1,1,7,1.0,1.0,1250000,6,53
15,0,2004,5,2,1.4,94,145981,1,1,1,2,0,0.0,10.0,249000,1,0
6,0,2008,5,0,1.6,102,206000,1,1,1,2,2,1.0,10.0,550000,16,35
11,0,2013,4,0,2.0,184,161000,0,1,1,1,6,1.0,7.0,1175000,0,50
11,0,2011,5,3,1.4,122,150533,1,1,1,1,0,0.0,8.0,549000,18,23
0,5,2015,5,0,2.1,204,56059,2,1,1,3,1,0.0,3.0,2680000,11,35
11,0,2011,5,0,1.4,107,121000,1,1,1,2,3,0.0,7.0,470000,7,3
11,0,2011,5,3,1.6,105,68500,1,1,1,3,3,0.0,6.0,490000,4,33
0,0,2006,5,2,3.0,178,226000,2,1,1,2,4,0.0,9.0,930000,12,40
11,0,2011,5,1,2.5,167,150000,2,1,1,3,2,1.0,8.0,640000,13,0
0,0,2018,5,1,2.0,146,25565,1,1,1,1,3,1.0,1.0,1700000,12,45
0,0,2013,5,3,1.6,150,72226,1,1,1,1,1,0.0,3.0,1796000,11,30
0,0,2018,5,0,2.0,249,11785,2,1,1,1,3,0.0,1.0,4175000,18,90
11,0,2011,5,0,1.6,150,60000,1,1,1,1,1,0.0,8.0,730000,14,55
11,0,2017,5,0,1.6,123,47500,1,1,1,1,4,0.0,2.0,795000,7,43
0,0,2012,5,1,2.0,150,81500,2,1,1,3,0,0.0,8.0,760000,14,50
11,5,2012,5,2,1.6,112,190000,1,1,1,1,1,0.0,7.0,420000,14,13
2,0,2010,5,0,1.6,105,89000,1,1,1,1,1,1.0,8.0,459000,16,23
12,0,2004,5,2,1.6,109,156000,1,1,1,2,0,0.0,9.0,289000,1,18
0,0,2009,5,0,2.4,175,164276,2,1,1,1,2,0.0,8.0,910000,7,30
8,5,2012,9,0,2.0,163,94802,1,1,1,2,2,1.0,4.0,1275000,3,16
15,0,2015,5,3,1.6,135,55000,1,1,1,1,2,1.0,2.0,1150000,7,62
0,0,2011,5,1,3.5,249,55000,2,1,1,2,2,1.0,6.0,1090000,13,0
11,0,2009,5,2,1.6,84,135000,1,1,1,3,1,1.0,10.0,260000,15,0
11,0,2005,5,3,1.8,152,135000,1,1,1,3,0,0.0,10.0,450000,18,0
0,5,2013,5,2,2.2,184,88000,2,1,1,1,1,1.0,7.0,950000,1,54
0,0,2010,5,2,1.6,102,110000,2,1,1,1,1,0.0,8.0,500000,15,29
11,0,2010,5,2,1.4,107,148000,1,1,1,1,1,0.0,9.0,395000,6,23
12,0,2014,5,1,2.5,175,49000,2,1,1,1,5,0.0,5.0,1549999,17,75
11,0,2009,5,0,1.6,109,265000,1,1,1,1,1,0.0,9.0,370000,1,0
11,0,2010,5,0,2.3,161,158000,1,1,1,3,4,1.0,10.0,570000,4,0
11,0,2017,5,0,1.4,100,46000,1,1,1,1,2,0.0,3.0,650000,6,32
11,0,2017,5,0,1.6,123,73000,1,1,1,1,2,0.0,2.0,730000,6,30
0,0,2008,5,0,3.5,272,127000,2,1,1,2,2,1.0,9.0,1250000,11,60
11,0,2008,4,0,4.4,407,144162,2,1,1,1,5,0.0,10.0,950000,0,0
15,0,2015,5,0,1.6,130,97900,1,1,1,3,2,1.0,4.0,887000,7,23
11,0,2015,4,0,2.0,184,74000,2,1,1,1,6,1.0,4.0,1420000,0,0
11,0,2011,4,0,2.0,245,228000,2,1,1,2,6,0.0,8.0,1050000,0,0
11,1,2017,5,0,2.0,150,82000,1,1,1,2,7,1.0,2.0,1149000,6,42
15,0,2009,5,2,1.4,88,125000,1,1,1,1,1,1.0,7.0,450000,13,0
11,0,2008,4,0,2.0,156,90000,0,1,1,1,5,1.0,9.0,750000,0,0
0,0,2011,5,1,2.0,150,138000,2,1,1,1,1,0.0,7.0,790000,17,0
0,0,2016,5,0,2.0,143,82000,2,1,1,1,1,0.0,4.0,850000,15,36
0,0,2016,5,0,2.0,150,52800,2,1,1,1,4,0.0,3.0,1600000,7,66
0,5,2013,5,3,1.6,115,181000,1,1,1,2,1,1.0,6.0,650000,14,54
0,0,2009,5,1,2.4,170,105000,2,1,1,2,2,1.0,8.0,750000,12,59
0,0,2015,5,0,2.0,143,13500,2,1,1,1,1,1.0,3.0,850000,15,35
2,0,2013,5,2,1.6,102,203000,1,1,1,2,2,1.0,6.0,750000,15,28
9,5,2010,5,2,2.0,163,204000,2,1,1,2,1,0.0,10.0,775000,18,0
11,0,2005,5,3,1.6,102,94000,1,1,1,3,5,0.0,10.0,375000,18,27
11,0,2009,5,0,1.6,105,89000,1,1,1,3,5,0.0,8.0,395000,18,30
11,0,2010,5,0,1.6,150,86936,1,1,1,1,2,0.0,7.0,659000,3,50
11,0,2015,5,2,1.4,107,235000,1,1,1,2,3,1.0,4.0,510000,7,31
0,0,2009,5,3,1.2,105,195000,1,1,1,1,1,0.0,8.0,420000,16,39
2,0,2012,5,2,1.6,82,64000,1,1,1,1,0,0.0,2.0,945000,15,25
11,0,2013,4,0,2.0,245,70189,2,1,1,1,6,1.0,6.0,1480000,0,0
0,0,2009,5,1,2.4,170,170566,2,1,1,2,2,1.0,9.0,875000,12,42
11,0,2009,5,2,1.6,105,88000,1,1,1,2,5,0.0,7.0,405000,18,0
11,0,2008,5,1,2.5,182,235000,1,1,1,2,2,0.0,10.0,505000,13,0
15,0,2015,5,0,1.6,130,69000,1,1,1,1,2,1.0,2.0,895000,7,48
0,0,2009,5,0,2.3,238,150460,2,1,1,3,1,1.0,10.0,510000,10,33
0,0,2009,5,3,1.2,105,319526,1,1,1,2,1,0.0,9.0,311000,16,12
15,0,2011,5,2,1.6,125,185600,1,1,1,3,3,0.0,8.0,410000,4,0
2,0,2011,5,1,1.2,91,123000,1,0,1,3,1,0.0,6.0,680000,12,0
0,0,2012,4,0,5.0,510,46000,2,1,1,3,4,0.0,3.0,6490000,8,0
0,0,2013,5,1,1.2,115,95000,1,1,1,3,2,0.0,4.0,880000,13,45
0,0,2013,5,0,3.0,306,152000,2,1,1,1,3,0.0,6.0,1770000,0,54
11,0,2015,5,0,1.6,123,150000,1,1,1,1,3,1.0,4.0,560000,7,40
0,0,2015,5,3,1.6,177,39000,2,1,1,1,3,0.0,4.0,1437000,6,59
11,0,2015,4,0,2.0,184,17700,0,1,1,1,6,1.0,2.0,1455000,0,37
0,0,2015,5,1,2.0,146,98456,2,1,1,2,3,1.0,5.0,1076000,12,41
3,0,2013,2,0,2.0,184,100000,0,1,1,3,0,0.0,6.0,1250000,0,31
6,0,2008,5,0,1.6,102,165000,1,1,1,3,2,1.0,9.0,475000,16,5
11,0,2014,5,0,1.6,110,16000,1,1,1,1,5,1.0,1.0,840000,18,23
6,0,2012,5,3,1.4,122,58000,1,1,1,1,1,0.0,6.0,570000,16,10
11,0,2014,5,1,3.5,249,170000,1,1,1,2,3,0.0,6.0,820000,13,57
0,5,2011,5,0,2.2,150,86000,2,1,1,1,1,0.0,6.0,1757000,8,41
11,0,2011,5,2,1.6,115,92426,1,1,1,2,2,0.0,7.0,370415,1,30
0,0,2011,5,0,2.0,150,96000,2,1,1,2,1,0.0,8.0,870000,10,0
11,5,2019,4,0,3.0,249,100,2,1,1,1,6,1.0,0.0,7670000,0,90
0,0,2015,5,0,5.5,585,49000,2,1,1,3,1,0.0,3.0,5000000,11,70
0,0,2015,5,0,2.0,150,31000,2,1,1,1,3,0.0,2.0,1558000,6,64
0,5,2015,5,2,1.5,109,45000,2,1,1,1,1,1.0,3.0,900000,15,0
11,0,2009,5,2,1.6,106,145000,1,1,1,2,1,0.0,10.0,420000,15,14
15,0,2009,5,2,1.4,95,142048,1,1,1,2,2,1.0,9.0,350000,7,0
0,0,2010,5,1,2.0,141,127000,2,1,1,3,2,1.0,6.0,950000,13,41
11,5,2011,4,0,2.0,184,106800,0,1,1,2,6,0.0,8.0,1200000,0,0
0,0,2012,5,1,2.0,150,65000,2,1,1,2,4,0.0,6.0,1250000,17,0
0,0,2010,5,1,1.6,117,121000,1,1,1,2,1,0.0,6.0,592000,13,10
0,0,2013,5,1,2.0,144,80000,1,1,1,2,3,0.0,5.0,1180000,13,56
8,5,2014,6,0,2.1,190,21848,2,1,1,1,2,0.0,1.0,6477000,11,40
6,0,2013,5,3,1.4,140,106000,1,1,1,1,3,0.0,7.0,650000,16,0
0,5,2010,5,0,3.0,245,270000,2,1,1,2,2,0.0,8.0,1380000,18,0
11,0,2014,5,0,1.6,123,77205,1,1,1,1,1,1.0,4.0,599000,6,43
11,0,2010,5,2,1.6,123,131738,1,1,1,1,1,0.0,7.0,495000,6,20
15,0,2004,5,2,1.4,94,138000,1,1,1,2,0,0.0,9.0,273000,1,5
11,5,2019,4,0,2.0,190,38600,0,1,1,1,7,0.0,1.0,2439000,0,25
0,5,2012,5,0,2.0,184,113000,2,1,1,2,1,1.0,5.0,1020000,0,61
12,5,2007,5,0,2.0,177,175000,0,1,1,3,5,1.0,10.0,820000,0,67
11,0,2015,5,0,2.0,150,55000,1,1,1,2,1,1.0,4.0,950000,6,71
8,5,2007,9,2,2.5,174,88600,0,1,1,1,1,0.0,5.0,1600000,6,0
0,0,2017,5,0,2.0,238,27797,2,1,1,1,1,1.0,1.0,2794000,9,47
12,0,2007,5,0,1.6,120,150000,1,1,1,3,1,0.0,10.0,250000,14,26
15,0,2018,5,2,1.6,82,15808,1,1,1,1,2,1.0,2.0,630000,15,15
0,0,2010,5,0,2.0,261,150000,1,1,1,2,3,0.0,8.0,800000,7,73
11,5,2015,4,0,3.0,249,19917,2,1,1,1,6,0.0,2.0,3600000,0,32
0,5,2014,5,0,2.0,190,43500,2,1,1,2,1,0.0,4.0,1950000,0,0
11,0,2008,4,0,4.4,407,138000,2,1,1,1,5,0.0,9.0,867197,0,63
12,0,2006,5,0,1.5,109,112000,1,0,1,2,3,0.0,6.0,500000,13,0
6,0,2013,5,3,1.8,180,91000,1,1,1,2,3,0.0,7.0,619000,16,50
6,0,2017,5,2,1.6,90,44000,1,1,1,1,1,1.0,2.0,840000,16,48
0,0,2009,5,2,1.7,80,47000,2,1,1,2,1,1.0,8.0,310000,1,0
0,0,2009,5,0,5.0,510,74000,2,1,1,1,3,1.0,8.0,1690000,8,26
11,0,2010,5,2,1.6,123,132904,1,1,1,3,1,0.0,6.0,470000,6,21
6,0,2008,5,2,1.6,102,58000,1,1,1,2,2,1.0,8.0,619000,16,22
11,0,2007,5,0,1.5,109,246568,1,1,1,2,0,0.0,10.0,380000,12,0
0,5,2013,5,0,2.2,184,118000,2,1,1,2,1,1.0,6.0,940000,1,0
0,0,2012,5,0,2.4,175,125000,2,1,1,2,2,1.0,7.0,1080000,7,56
0,5,2014,5,0,2.2,200,55000,2,1,1,1,3,0.0,3.0,2000000,7,62
15,0,2004,5,2,1.4,94,200308,1,1,1,3,0,0.0,10.0,255000,1,0
11,0,2012,5,1,1.6,117,85500,1,1,1,3,7,0.0,5.0,730000,13,32
15,0,2009,5,0,1.0,67,100000,1,1,1,3,3,0.0,7.0,380000,1,3
11,0,2012,5,3,1.2,72,88000,1,1,1,1,1,0.0,6.0,405000,14,28
0,0,2013,5,2,1.6,110,80000,1,1,1,1,1,1.0,3.0,790000,16,29
11,0,2014,5,0,1.6,123,68000,1,1,1,2,1,1.0,5.0,630000,6,39
0,0,2016,5,0,1.6,123,35821,1,1,1,1,1,0.0,4.0,980000,6,18
0,0,2011,5,0,3.5,306,170000,2,1,1,3,3,0.0,7.0,1700000,11,0
2,0,2012,5,2,1.6,120,125000,1,1,1,2,2,1.0,6.0,580000,14,0
11,5,2015,4,0,2.0,231,94000,0,1,1,1,6,0.0,3.0,2700000,0,0
11,0,2015,5,0,1.6,123,84722,1,1,1,1,3,1.0,3.0,650000,7,0
0,0,2011,5,0,2.5,263,198000,2,1,1,3,3,1.0,8.0,1350000,17,51
10,0,2008,2,0,2.0,160,39000,0,1,1,2,3,1.0,7.0,1150000,10,0
6,0,2009,5,0,2.0,147,160000,1,1,1,2,2,1.0,10.0,670000,10,47
0,5,2008,5,0,2.5,178,165000,2,1,1,2,2,0.0,9.0,1000000,12,34
11,5,2010,4,0,2.0,218,182000,2,1,1,3,6,0.0,7.0,1090000,0,0
0,0,2012,5,0,2.4,175,105000,2,1,1,1,3,0.0,7.0,1150000,6,0
0,5,2013,5,0,3.0,249,136941,2,1,1,1,3,0.0,7.0,2255000,0,41
0,5,2013,5,0,3.0,211,116000,2,1,1,2,4,1.0,6.0,2100000,8,47
0,5,2014,5,0,2.0,190,39600,2,1,1,1,1,0.0,5.0,2020000,0,56
11,0,2011,5,0,1.6,156,78000,0,1,1,2,3,1.0,8.0,1075000,11,0
11,0,2011,5,3,1.4,122,179000,1,1,1,3,0,0.0,9.0,480000,18,0
11,0,2014,5,0,1.6,110,74353,1,1,1,1,5,1.0,3.0,645000,18,12
11,0,2009,5,2,1.6,85,196888,1,1,1,2,5,0.0,5.0,420000,18,9
0,5,2012,7,0,2.8,180,97563,2,1,1,3,2,0.0,7.0,950000,1,58
11,0,2013,4,0,2.0,245,72000,2,1,1,2,6,1.0,5.0,1620000,0,0
11,0,2007,5,0,1.6,100,317547,1,1,1,3,2,1.0,9.0,265000,4,0
0,0,2012,5,0,2.4,175,179000,2,1,1,2,2,1.0,7.0,970000,7,26
9,5,2009,5,0,2.5,143,205000,2,1,1,3,2,1.0,10.0,610000,4,14
0,0,2017,5,1,2.0,150,43,2,1,1,1,1,1.0,3.0,2500000,9,56
11,0,2015,4,0,2.0,184,35000,0,1,1,1,6,1.0,3.0,1450000,0,13
2,0,2002,5,2,1.4,75,170000,1,1,1,3,1,1.0,9.0,225000,3,0
15,0,2007,5,2,1.8,125,210000,1,1,1,3,2,1.0,10.0,330000,4,0
11,0,2012,5,0,2.4,180,175000,1,1,1,2,9,0.0,7.0,890000,5,0
3,0,2011,4,0,1.8,204,105000,0,1,1,3,3,1.0,9.0,860000,11,67
6,0,2008,5,3,1.8,152,136000,1,1,1,2,2,1.0,9.0,480000,16,42
11,0,2012,5,0,1.6,102,170000,1,1,1,2,3,0.0,3.0,380000,13,0
0,0,2012,5,1,1.8,140,253808,1,1,1,1,1,1.0,6.0,650000,12,0
11,5,2013,4,0,2.0,190,65000,0,1,1,1,6,1.0,4.0,1600000,0,0
0,5,2013,5,0,3.0,249,38200,2,1,1,2,3,0.0,3.0,3549000,0,27
6,0,2008,5,0,1.8,152,155000,1,1,1,2,2,1.0,8.0,400000,16,44
11,0,2004,5,0,1.6,110,181000,1,1,1,1,1,0.0,10.0,415000,13,23
12,0,2004,5,2,1.6,109,361500,1,1,1,3,0,0.0,10.0,250000,1,2
0,5,2013,5,0,3.0,313,158000,2,1,1,2,3,0.0,5.0,3100000,0,0
0,0,2014,5,1,3.5,249,39100,2,1,1,1,3,0.0,3.0,2149000,13,94
0,0,2010,5,0,2.0,150,170000,2,1,1,1,3,0.0,8.0,780000,7,55
15,0,2017,5,0,1.6,123,13000,1,1,1,1,4,0.0,2.0,900000,7,47
11,0,2009,5,0,1.6,105,188750,1,1,1,2,5,0.0,9.0,345000,18,28
15,0,2016,5,0,1.6,124,75361,1,1,1,1,2,1.0,2.0,859900,7,22
0,0,2007,5,0,2.0,170,155000,2,1,1,3,1,0.0,10.0,700000,18,64
11,0,2011,5,2,1.6,117,118200,1,1,1,2,0,1.0,9.0,510000,12,24
0,0,2010,5,0,3.0,306,199000,2,1,1,2,2,1.0,8.0,1450000,0,0
11,5,2011,4,0,2.0,184,121000,0,1,1,3,6,0.0,9.0,930000,0,0
0,5,2014,5,0,2.0,150,18860,2,1,1,1,1,0.0,2.0,2098000,8,21
8,5,2014,6,0,2.1,190,150000,0,1,1,2,2,0.0,6.0,2490000,11,0
15,0,2008,5,0,1.6,105,160000,1,1,1,1,2,0.0,9.0,575000,10,9
11,0,2011,5,2,1.5,109,186520,1,1,1,1,0,1.0,9.0,430000,12,11
0,0,2015,5,0,2.5,192,102000,2,1,1,2,1,1.0,4.0,1300000,10,66
15,0,2007,5,0,2.0,150,100000,2,1,1,3,3,0.0,10.0,570000,17,43
0,0,2016,5,0,2.0,143,4000,2,1,1,2,1,0.0,1.0,1050000,15,0
0,0,2010,5,0,3.6,249,83000,2,1,1,3,2,0.0,7.0,1580000,18,68
11,0,2011,5,3,1.8,152,117000,1,1,1,2,0,0.0,8.0,690000,18,22
15,5,2011,5,0,2.0,184,97300,0,1,1,1,2,0.0,9.0,790000,0,34
15,0,2014,5,2,1.6,125,17000,1,1,1,2,3,1.0,2.0,858000,4,50
11,0,2010,5,0,1.6,123,139332,1,1,1,1,1,0.0,7.0,489000,6,17
11,0,2015,5,0,2.0,150,30000,1,1,1,1,6,0.0,4.0,1100000,6,70
11,0,2015,5,0,2.4,188,64000,1,1,1,1,4,0.0,3.0,1370000,7,71
11,0,2017,5,0,1.6,123,11000,1,1,1,1,2,0.0,1.0,775000,6,0
3,0,2015,4,0,2.0,238,61900,0,1,1,1,6,0.0,4.0,2200000,1,51
11,0,2010,5,2,2.0,145,144908,1,1,1,2,4,1.0,9.0,560000,4,33
11,0,2011,5,0,1.6,123,78912,1,1,1,1,3,0.0,6.0,650000,7,44
6,0,2012,5,2,1.6,90,80000,1,1,1,2,1,0.0,4.0,510000,16,0
0,0,2010,5,0,2.0,150,168000,2,1,1,2,3,0.0,8.0,795000,7,23
11,0,2010,5,0,1.6,105,130000,1,1,1,3,6,0.0,7.0,610000,18,3
0,0,2010,7,0,5.6,405,87000,2,1,1,2,6,0.0,8.0,2000000,13,51
0,5,2018,5,0,2.2,200,15900,2,1,1,1,4,0.0,1.0,2480000,6,58
11,0,2017,5,0,2.0,150,15061,1,1,1,1,7,1.0,1.0,1199000,6,62
15,5,2015,5,0,2.0,190,114000,2,1,1,1,6,1.0,4.0,1600000,0,0
11,0,2015,5,0,2.0,150,267000,1,1,1,2,4,0.0,3.0,810000,7,0
11,0,2011,5,0,1.8,156,200000,0,1,1,3,3,1.0,9.0,1045000,11,0
0,0,2014,5,0,2.0,245,103078,2,1,1,3,2,1.0,5.0,1420000,0,22
11,0,2014,5,2,1.6,123,93000,1,1,1,1,1,1.0,6.0,380000,6,15
